Attrition,Age,DailyRate,DistanceFromHome,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research...Development,Department_Sales,Education_Below.College,Education_College,Education_Doctor,Education_Master,EducationField_Life.Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical.Degree,EnvironmentSatisfaction_Low,EnvironmentSatisfaction_Medium,EnvironmentSatisfaction_Very.High,Gender_Male,JobInvolvement_Low,JobInvolvement_Medium,JobInvolvement_Very.High,JobLevel_X2,JobLevel_X3,JobLevel_X4,JobLevel_X5,JobRole_Human.Resources,JobRole_Laboratory.Technician,JobRole_Manager,JobRole_Manufacturing.Director,JobRole_Research.Director,JobRole_Research.Scientist,JobRole_Sales.Executive,JobRole_Sales.Representative,JobSatisfaction_Low,JobSatisfaction_Medium,JobSatisfaction_Very.High,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,PerformanceRating_Outstanding,RelationshipSatisfaction_Low,RelationshipSatisfaction_Medium,RelationshipSatisfaction_Very.High,StockOptionLevel_X1,StockOptionLevel_X2,StockOptionLevel_X3,TrainingTimesLastYear_X1,TrainingTimesLastYear_X2,TrainingTimesLastYear_X3,TrainingTimesLastYear_X4,TrainingTimesLastYear_X5,TrainingTimesLastYear_X6,WorkLifeBalance_Best,WorkLifeBalance_Better,WorkLifeBalance_Good
0,-1.0863058347434131,-0.8190291478729137,-1.01056543769991,-0.2897846698017631,-0.4683414470652995,-0.6510596655582046,5,19,-0.6785426011050806,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-1.1555414682655611,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,1.3219153536033088,0.49444804526640934,1.0864228781782561,1.2842881786364524,0.06394891061104423,1.3318602919443945,1,15,-0.5500208096317565,-0.0013324462240916321,0.7647373733882553,-0.36858985273641137,0.8062670960724398,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,-0.3200536384512743,0.18714394724890737,0.09960484717676608,-1.126010870534565,-0.5709337227068295,-1.1718676776357257,1,17,-0.8070643925784047,-0.3277817711265376,-0.33927827982140357,-0.0582650626318726,-1.1555414682655611,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,0.3367339583705589,0.25405693633336346,1.2097751320534422,1.628616614232312,-0.7990581617109768,0.3104752777001054,8,15,0.4781535221548365,-0.0013324462240916321,-0.6152821931238183,0.2520597274726662,0.8062670960724398,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,-1.6336288320949408,0.8265347318337098,-0.5171564221991651,-0.2897846698017631,-0.8867819916073575,-0.2699018191146343,1,16,-0.9355861840517289,-0.4910064335777606,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,-0.10112443951066324,-0.41507295451119736,1.0864228781782561,0.3496824248762619,-0.9239531059702306,-0.9286740793335436,1,13,-0.4214990181584324,0.16189221622713135,-0.8912861064262331,-0.36858985273641137,0.8062670960724398,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.3367339583705589,0.8637086146584078,-0.023747406698420157,-0.14221534026068042,-0.34557056648392415,-0.009989539011204489,9,14,-0.8070643925784047,-0.6542310960289835,-0.6152821931238183,-0.6789146428409502,-0.5950247355975609,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,0.9935215551923922,-0.39276862481637864,-1.01056543769991,1.5302370612049234,0.6145062159171428,-0.27327365409975984,7,16,0.7351971051014847,-0.4910064335777606,-0.6152821931238183,-0.6789146428409502,-0.3147663692635607,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,-0.7579120363324965,0.06570926335489448,-1.01056543769991,1.0875290725816753,0.41866754481674817,0.9289260112218881,1,22,0.09258814773486411,0.6515662035808003,1.04074128669067,0.8727093076817438,1.08652546240644,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-1.0863058347434131,1.0892301704615746,1.3331273859286286,1.1859086256090638,0.7387639410730331,-0.19628342193939255,1,14,-0.5500208096317565,-0.0013324462240916321,0.7647373733882553,-0.6789146428409502,0.8062670960724398,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.5408445525439198,1.6517949305420014,-0.1470996605736064,0.7432006369858157,1.2716915178527404,0.1999071888128626,5,16,0.6066753136281606,0.48834154112957734,1.3167451999930848,0.562384517577205,0.8062670960724398,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0.44619855784086443,0.23175260663854474,-0.3938041683239789,0.4480619779036504,1.5055509287871596,0.05070349072105587,3,18,0.6066753136281606,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.8840569557220865,0.6183609880154021,-0.3938041683239789,-0.4373539993428458,0.5017184346217962,0.3550115981286391,6,12,1.5063278539414293,1.957363503190584,0.7647373733882553,3.0449828384135156,1.08652546240644,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1.8692383509548365,0.8537955792384883,-0.7638609299495376,-0.6833028819113169,-0.1195701911576553,0.3790359223976588,2,14,0.6066753136281606,-0.16455710867531462,-0.6152821931238183,-0.6789146428409502,0.2457503634044396,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
0,-0.10112443951066324,1.470882034128472,-0.5171564221991651,-0.19140511677437466,-0.1250927567201393,-0.6136884944730627,8,16,0.6066753136281606,0.9780155284832462,1.8687530265979142,0.2520597274726662,0.8062670960724398,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,-0.42951823792157984,-1.6244632757413664,-0.6405086760743514,-0.9292517644797882,-0.8243345194777305,-0.1496397046451554,6,21,-0.5500208096317565,-0.6542310960289835,-0.6152821931238183,-0.36858985273641137,-0.8752831019315611,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0.008340159959642298,-0.3456817065717614,0.22295710105195232,-0.9292517644797882,1.2069075756774472,-0.598093757666857,1,14,-0.16445543521178413,0.48834154112957734,1.04074128669067,-0.6789146428409502,0.8062670960724398,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,0.11780475942994784,-1.6938545236808025,-0.7638609299495376,0.4972517544173446,0.8721551400438008,-0.655555445538372,0,12,0.7351971051014847,1.4676895158369152,1.5927491132954996,0.8727093076817438,2.4878172940764407,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,-0.648447436862191,0.4374480916018727,-1.01056543769991,1.1859086256090638,-0.45835834777927076,-1.3953922385246753,0,12,-0.6785426011050806,-0.3277817711265376,-0.06327436651898884,-0.36858985273641137,-0.034508002929560584,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,2.416561348306364,-1.6368545700162658,-0.7638609299495376,0.2021130953351792,-0.9188553531433223,-0.8228827566752287,3,17,-0.5500208096317565,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0.008340159959642298,-1.1982027526848313,-0.6405086760743514,-1.2243904235619536,-0.7880130305860088,-1.6541805736330633,4,17,0.22110993920818822,0.32511687867835437,1.04074128669067,0.8727093076817438,1.08652546240644,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,-0.867376635802802,1.5130124346631297,-1.01056543769991,-1.1752006470482592,0.30056960432670543,-1.08377848864932,1,14,-0.03593364373846001,0.6515662035808003,1.5927491132954996,0.562384517577205,-0.8752831019315611,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,-0.21058903898096878,0.3507090316775778,-1.01056543769991,1.2842881786364524,0.48557555066991986,-0.73296715707188,1,14,-0.16445543521178413,0.48834154112957734,0.7647373733882553,-0.6789146428409502,1.08652546240644,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1.6503091520142252,1.2899691377149427,-0.8872131838247239,1.1367188490953697,-0.6990147624829011,-1.5472653059797066,7,15,-0.6785426011050806,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.55566315731117,-0.6703336165741224,-0.6405086760743514,-0.3881642228291516,2.703735249478403,-1.3178400338667873,1,11,1.3778060624681052,2.447037490544253,3.5247765064124024,2.734658048308977,3.048334026744441,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,2.416561348306364,0.03844841595011608,-0.3938041683239789,-0.6833028819113169,-0.8997387800424161,1.5937394757891474,8,17,-0.5500208096317565,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1.4313799530736142,0.12766573472939086,-1.01056543769991,0.10373354230779074,2.764271064297939,1.3775205573679699,3,11,2.6630239772013464,-0.0013324462240916321,-1.1672900197286478,-0.6789146428409502,0.5260087297384397,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.6651277567814755,0.5737523286257648,0.8397183704278836,0.6940108604721216,2.0308318763265043,-0.9229138612339541,5,22,1.3778060624681052,1.630914178288138,2.4207608532027436,-0.36858985273641137,1.3667838287404401,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,1.6503091520142252,-0.07802975023393709,-0.8872131838247239,0.6448210839584273,2.6689006051611956,0.9436777892818126,1,18,2.7915457686746703,4.242508777507706,0.7647373733882553,3.9759572087271318,2.207558927742441,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.5389828373918853,1.4832733284033714,-0.6405086760743514,-0.4865437758565401,-0.5462945840434392,0.9380580643066032,2,11,-0.6785426011050806,-0.4910064335777606,-0.33927827982140357,-0.36858985273641137,-0.5950247355975609,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,0.22726935890025338,1.557621094052767,-1.01056543769991,1.4810472846912293,-0.9071730029149907,0.15508988213556849,7,14,-0.5500208096317565,-0.6542310960289835,-0.6152821931238183,-0.36858985273641137,-0.5950247355975609,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,-0.5389828373918853,0.43001331503693313,2.073240909179746,1.6778063907460061,-0.4328695836447291,-0.31528109828944934,0,18,-0.9355861840517289,-0.6542310960289835,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0.44619855784086443,1.50805591695317,1.2097751320534422,-1.4703393061304246,-0.7287516539731995,0.7816892168714047,2,16,0.7351971051014847,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0.3367339583705589,1.232969184050406,1.8265364014293735,-0.19140511677437466,-0.6762872811296015,1.4237427952890664,1,17,-0.2929772266851082,0.32511687867835437,1.04074128669067,0.562384517577205,0.8062670960724398,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0.8840569557220865,-1.3642460959684817,-1.01056543769991,0.2021130953351792,2.6973630584447674,0.23278257991783696,0,11,1.7633714368880777,2.773486815446699,-1.1672900197286478,-0.36858985273641137,0.8062670960724398,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,-0.648447436862191,1.2998821731348622,-0.7638609299495376,0.3496824248762619,1.5233930636813386,-0.11100409544059153,9,12,-0.2929772266851082,-0.8174557584802066,-0.6152821931238183,-0.0582650626318726,-0.5950247355975609,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,-0.42951823792157984,0.07314403991983405,-0.5171564221991651,-0.14221534026068042,-0.7629490791870429,0.06503378940783958,1,13,-1.192629766998377,-0.8174557584802066,-0.6152821931238183,-0.6789146428409502,-0.5950247355975609,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,-0.3200536384512743,-0.8239856655828733,-0.8872131838247239,0.8907699665268984,-0.1159592829052619,1.3169680207600898,6,13,0.22110993920818822,0.6515662035808003,1.3167451999930848,0.8727093076817438,1.3667838287404401,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.008340159959642298,0.5316219280911072,-1.01056543769991,0.8415801900132042,-0.5486310540891056,0.6159073301027305,2,14,0.7351971051014847,-0.6542310960289835,-0.8912861064262331,-0.6789146428409502,-0.5950247355975609,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0.8840569557220865,0.9826650396974408,-0.27045191444879263,0.5464415309310389,-0.014641445470459038,-1.2918488058564441,4,17,-0.2929772266851082,-0.6542310960289835,-0.6152821931238183,-0.6789146428409502,-0.5950247355975609,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
0,0.22726935890025338,-0.7372466056585785,-0.8872131838247239,-0.09302556374698619,0.9420368350460023,-1.1089267579133817,0,25,1.120762479521457,1.957363503190584,0.4887334600858406,2.734658048308977,1.08652546240644,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.867376635802802,-0.3407251888618017,0.7163661165526973,-0.2897846698017631,-0.8842331151939034,1.1745079926385342,1,19,-0.6785426011050806,-0.16455710867531462,0.2127295467834259,-0.36858985273641137,0.2457503634044396,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0.55566315731117,0.28131778373814187,0.9630706243030698,0.79239041349951,0.008935661353991944,1.2226971343009538,3,13,-0.16445543521178413,-0.6542310960289835,-0.6152821931238183,-0.6789146428409502,-0.5950247355975609,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.867376635802802,1.1016214647364737,1.3331273859286286,-1.0276313175071765,0.09092451932010076,-0.5031204055858199,2,14,-0.16445543521178413,-0.6542310960289835,-0.6152821931238183,-0.6789146428409502,-0.5950247355975609,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,-1.3052350336840242,-0.2911600117622046,-1.01056543769991,-0.19140511677437466,-0.3408976263925915,-0.9564917179608297,0,12,-0.8070643925784047,-0.4910064335777606,-0.6152821931238183,-0.36858985273641137,-0.5950247355975609,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0,0.55566315731117,-1.3221156954338242,-0.8872131838247239,-0.4865437758565401,-0.830494304143578,-0.885964169521953,0,11,-0.16445543521178413,0.32511687867835437,0.4887334600858406,1.4933588878908215,1.08652546240644,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0.3367339583705589,1.5204472112280691,-0.8872131838247239,-0.8308722114523996,2.7470661485071233,-1.1750990194964712,0,19,1.3778060624681052,2.28381282809303,0.7647373733882553,0.2520597274726662,1.3667838287404401,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,1.5408445525439198,0.0756222987748139,-1.01056543769991,1.4810472846912293,-0.802881476331158,1.2529031560427037,1,11,-1.3211515584717013,-0.9806804209314296,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5389828373918853,1.2602300314551844,-0.27045191444879263,1.6778063907460061,-0.787800624218221,1.6506391911631415,1,20,-0.8070643925784047,-0.3277817711265376,-0.8912861064262331,-0.6789146428409502,-0.3147663692635607,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.11780475942994784,1.2998821731348622,-0.8872131838247239,-1.322769976589342,-0.26634299129905736,0.7542930576172593,3,18,0.22110993920818822,0.16189221622713135,0.7647373733882553,1.4933588878908215,0.2457503634044396,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
0,-0.5389828373918853,-1.6715501939859836,-0.8872131838247239,0.8907699665268984,-0.9190677595111102,0.7620201794581721,4,13,-0.2929772266851082,-0.16455710867531462,-0.6152821931238183,-0.6789146428409502,-0.034508002929560584,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,0.9935215551923922,-0.779377006193236,-0.8872131838247239,0.4480619779036504,2.2024562214990846,0.09327290740826627,3,12,2.1489368113080496,-0.0013324462240916321,0.7647373733882553,1.4933588878908215,0.8062670960724398,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,-0.867376635802802,1.0099258871022192,-0.8872131838247239,0.595631307444733,0.029963891764988763,-1.4928944668445567,2,19,-0.16445543521178413,-1.1439050833826525,-1.1672900197286478,-0.6789146428409502,-1.1555414682655611,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,-0.648447436862191,1.6369253774121224,1.7031841475541873,-0.09302556374698619,-0.1956116708257044,0.013332319635914075,0,21,-0.16445543521178413,0.32511687867835437,-1.1672900197286478,1.4933588878908215,1.08652546240644,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,-1.3052350336840242,-0.31594260031200316,-0.5171564221991651,0.9399597430405927,-0.5316385446660779,0.5719329821717178,1,12,-0.6785426011050806,-0.16455710867531462,-0.33927827982140357,-0.36858985273641137,0.2457503634044396,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
0,0.8840569557220865,1.4436211867236937,1.3331273859286286,0.6448210839584273,1.4853723238473142,-0.9570536904583505,0,14,1.2492842709947811,2.120588165641807,0.7647373733882553,0.562384517577205,1.6470421950744405,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.10112443951066324,1.4882298461133312,-0.3938041683239789,-0.9292517644797882,-0.6994395752184767,0.8342336453896115,0,11,0.6066753136281606,1.3044648533856922,2.4207608532027436,2.424333258204438,1.9273005614084406,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1.9787029504251419,-0.8685943249725108,-1.01056543769991,0.7432006369858157,2.6640152587020753,0.6497661730783665,0,14,3.3056329345679667,4.732182764861375,1.5927491132954996,0.562384517577205,2.4878172940764407,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,-0.9768412352731075,0.8810564266432667,-0.023747406698420157,1.3826677316638407,-0.941582834496622,-1.6437840824289263,1,23,-0.8070643925784047,-0.3277817711265376,-0.6152821931238183,-0.6789146428409502,-0.034508002929560584,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0,0.008340159959642298,-1.4237243084879982,-0.3938041683239789,1.5794268377186178,-1.9781246088546319e-4,1.1958629475443294,4,14,-0.5500208096317565,-0.3277817711265376,-0.06327436651898884,-0.6789146428409502,-0.8752831019315611,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
